,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AGS,Name,Verwaltungsebene,Land,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G
14626,Landkreis Görlitz,3 - Kreis,Freistaat Sachsen,"99,81","97,01","1,15","96,01",100,100,"59,24","97,41",100,100,"99,15","25,47"
14627,Landkreis Meißen,3 - Kreis,Freistaat Sachsen,100,100,0,"82,25",100,100,"94,83","99,48",100,100,"90,62","17,12"
14628,Landkreis Sächsische Schweiz-Osterzgebirge,3 - Kreis,Freistaat Sachsen,"99,92","99,48",0,"98,66",100,100,"85,91",100,100,"99,93","97,09","42,93"
14713,Kreisfreie Stadt Leipzig,3 - Kreis,Freistaat Sachsen,100,100,0,"99,94",100,100,"97,8",100,100,100,100,100
14729,Landkreis Leipzig,3 - Kreis,Freistaat Sachsen,100,"99,93",0,"91,16",100,100,"83,25","97,74",100,"99,93","89,54","47,56"
14730,Landkreis Nordsachsen,3 - Kreis,Freistaat Sachsen,100,100,0,"92,34",100,100,"97,13",100,100,100,"97,48","82,56"
15001,Kreisfreie Stadt Dessau-Roßlau,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"99,54",100,100,100,100,100,100,100,"11,71"
15002,Kreisfreie Stadt Halle (Saale),3 - Kreis,Land Sachsen-Anhalt,100,100,0,100,100,100,100,100,100,100,100,100
15003,Kreisfreie Stadt Magdeburg,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"92,57",100,100,"89,3",100,100,100,"95,74","63,83"
15081,Landkreis Altmarkkreis Salzwedel,3 - Kreis,Land Sachsen-Anhalt,,,,,,,,,,,,
15082,Landkreis Anhalt-Bitterfeld,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"47,11",100,100,"98,54","99,82",100,100,"97,3","73,95"
15083,Landkreis Börde,3 - Kreis,Land Sachsen-Anhalt,100,"97,68",0,"80,53",100,"99,48","85,7","93,24",100,"97,32","75,13","36,13"
15084,Landkreis Burgenlandkreis,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"96,23",100,"99,84","94,07","99,84",100,100,"99,42","67,66"
15085,Landkreis Harz,3 - Kreis,Land Sachsen-Anhalt,100,100,"2,19",100,100,100,"80,26","99,82",100,100,"92,09","45,92"
15086,Landkreis Jerichower Land,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"68,34",100,100,"96,36","98,94",100,100,"62,67",0
15087,Landkreis Mansfeld-Südharz,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"95,59",100,"98,92","95,04",100,100,"99,84","99,53","18,57"
15088,Landkreis Saalekreis,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"80,68",100,"99,71","77,13","99,44",100,100,"97,91","48,54"
15089,Landkreis Salzlandkreis,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"87,58",100,100,"93,21",100,100,100,"95,97","45,45"
15090,Landkreis Stendal,3 - Kreis,Land Sachsen-Anhalt,100,"61,76",0,0,100,"62,83",0,"11,41",100,"89,05","42,92",0
15091,Landkreis Wittenberg,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"66,87",100,100,"93,9",100,100,100,"71,12",0
16051,Kreisfreie Stadt Erfurt,3 - Kreis,Freistaat Thüringen,100,100,0,100,100,100,"99,8",100,100,100,"95,68","45,17"
16052,Kreisfreie Stadt Gera,3 - Kreis,Freistaat Thüringen,100,100,0,"99,72",100,100,"99,14",100,100,100,100,"93,92"
16053,Kreisfreie Stadt Jena,3 - Kreis,Freistaat Thüringen,100,100,0,100,100,100,"98,67","99,66",100,100,"99,66","98,79"
16054,Kreisfreie Stadt Suhl,3 - Kreis,Freistaat Thüringen,100,"93,29",0,"87,92",100,100,"93,72","97,96",100,"93,12","84,89","8,37"
16055,Kreisfreie Stadt Weimar,3 - Kreis,Freistaat Thüringen,100,100,0,100,100,100,100,100,100,100,100,"49,25"
16061,Landkreis Eichsfeld,3 - Kreis,Freistaat Thüringen,100,"99,17",0,"84,06",100,100,"98,21","99,76",100,100,"97,9","57,89"
16062,Landkreis Nordhausen,3 - Kreis,Freistaat Thüringen,100,"99,36",0,"86,21",100,100,"66,49","98,93",100,100,79,"39,22"
16063,Landkreis Wartburgkreis,3 - Kreis,Freistaat Thüringen,100,100,0,"95,42",100,100,"99,14","99,94",100,100,"91,62","9,4"
16064,Landkreis Unstrut-Hainich-Kreis,3 - Kreis,Freistaat Thüringen,,,,,,,,,,,,
16065,Landkreis Kyffhäuserkreis,3 - Kreis,Freistaat Thüringen,100,"98,46",0,"93,5",100,"99,5","73,9","99,5",100,"99,93","90,09","17,33"
16066,Landkreis Schmalkalden-Meiningen,3 - Kreis,Freistaat Thüringen,100,"99,63",0,"96,03","99,86","98,23","80,23","88,71",100,"97,66","91,05","16,1"
16067,Landkreis Gotha,3 - Kreis,Freistaat Thüringen,100,"99,76",0,"90,62",100,100,"98,73","99,68",100,100,"97,46","15,16"
16068,Landkreis Sömmerda,3 - Kreis,Freistaat Thüringen,100,100,0,"99,68",100,100,"90,66",100,100,100,"99,14","41,86"
16069,Landkreis Hildburghausen,3 - Kreis,Freistaat Thüringen,100,100,0,"97,25",100,"99,66","84,39","96,38",100,100,"97,9","14,46"
16070,Landkreis Ilm-Kreis,3 - Kreis,Freistaat Thüringen,100,100,0,"98,5",100,100,"86,53","94,11",100,100,"96,13","19,21"
16071,Landkreis Weimarer Land,3 - Kreis,Freistaat Thüringen,100,100,0,100,100,100,100,100,100,100,"92,55","32,26"
16072,Landkreis Sonneberg,3 - Kreis,Freistaat Thüringen,,,,,,,,,,,,
16073,Landkreis Saalfeld-Rudolstadt,3 - Kreis,Freistaat Thüringen,,,,,,,,,,,,
16074,Landkreis Saale-Holzland-Kreis,3 - Kreis,Freistaat Thüringen,100,100,0,"76,77",100,"99,85","97,5","99,49",100,100,"92,44","4,87"
16075,Landkreis Saale-Orla-Kreis,3 - Kreis,Freistaat Thüringen,100,100,0,"85,63",100,100,"98,21","98,5",100,100,"97,95","3,6"
16076,Landkreis Greiz,3 - Kreis,Freistaat Thüringen,100,"98,29",0,"85,56",100,100,100,100,100,100,"96,25","34,71"
16077,Landkreis Altenburger Land,3 - Kreis,Freistaat Thüringen,100,100,0,"96,42",100,100,100,100,100,100,100,"11,95"
