,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
AGS,Name,Verwaltungsebene,Land,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G,2G,4G,5G DSS,5G
12052,Kreisfreie Stadt Cottbus,3 - Kreis,Land Brandenburg,100,"89,27",0,"90,34",100,"99,55","65,31","99,21",100,"98,76","92,48","38,41"
12053,Kreisfreie Stadt Frankfurt (Oder),3 - Kreis,Land Brandenburg,"99,87","99,74",0,"81,74",100,100,"79,12",100,100,100,"98,94","52,48"
12054,Kreisfreie Stadt Potsdam,3 - Kreis,Land Brandenburg,100,100,0,"81,67",100,100,"97,19","98,73",100,100,"86,3","60,54"
12060,Landkreis Barnim,3 - Kreis,Land Brandenburg,100,"95,34",0,"80,33","99,9","98,58","57,35","83,45","99,91","95,63","83,22","44,66"
12061,Landkreis Dahme-Spreewald,3 - Kreis,Land Brandenburg,100,"98,12",0,"43,71",100,"97,56","35,27","75,68",100,"99,25","91,6","29,25"
12062,Landkreis Elbe-Elster,3 - Kreis,Land Brandenburg,100,"98,81",0,"65,92",100,"97,28","50,54","91,22",100,"99,49","92,79","16,83"
12063,Landkreis Havelland,3 - Kreis,Land Brandenburg,100,"95,51",0,"37,33",100,"98,46","56,31","83,11","98,87","99,65","71,21","46,58"
12064,Landkreis Märkisch-Oderland,3 - Kreis,Land Brandenburg,"99,99","97,8",0,"72,99","99,79","98,97","37,25","90,74","98,91","96,86","79,96","45,39"
12065,Landkreis Oberhavel,3 - Kreis,Land Brandenburg,100,"98,91",0,"85,22",100,100,"78,63","95,04",100,"98,37","87,82","58,55"
12066,Landkreis Oberspreewald-Lausitz,3 - Kreis,Land Brandenburg,100,"98,31",0,"63,27",100,"99,69","67,26","96,03",100,"99,9","87,19","25,21"
12067,Landkreis Oder-Spree,3 - Kreis,Land Brandenburg,100,"93,85",0,"59,27",100,"98,33","42,99","86,47",100,"99,16","89,91","41,88"
12068,Landkreis Ostprignitz-Ruppin,3 - Kreis,Land Brandenburg,100,"96,8",0,"86,03",100,"98,56","54,86","87,86",100,100,"86,14","40,34"
12069,Landkreis Potsdam-Mittelmark,3 - Kreis,Land Brandenburg,100,"97,8",0,"72,67",100,"96,34","45,4","87,34","99,9","98,47","75,51","26,29"
12070,Landkreis Prignitz,3 - Kreis,Land Brandenburg,"99,97","96,14",0,"82,86",100,"99,74","38,21","89,79",100,"99,42","75,19","52,48"
12071,Landkreis Spree-Neiße,3 - Kreis,Land Brandenburg,"99,99","90,88",0,"60,65",100,"91,03","37,14","69,38",100,"99,17","80,99","39,93"
12072,Landkreis Teltow-Fläming,3 - Kreis,Land Brandenburg,100,"97,64",0,"78,16",100,"97,92","56,95","89,74","99,76","98,18","80,97","44,94"
12073,Landkreis Uckermark,3 - Kreis,Land Brandenburg,"99,19","92,13",0,"61,27",100,"95,75","39,71","75,48","99,58","96,99","82,41","30,84"
13003,Kreisfreie Stadt Rostock,3 - Kreis,Land Mecklenburg-Vorpommern,100,100,0,"99,96",100,100,100,100,100,100,100,"99,1"
13004,Kreisfreie Stadt Schwerin,3 - Kreis,Land Mecklenburg-Vorpommern,100,"96,42",0,"94,99",100,"98,75","93,01","98,25",100,"98,63","93,71","85,2"
13071,Landkreis Mecklenburgische Seenplatte,3 - Kreis,Land Mecklenburg-Vorpommern,"99,98","94,18","3,5","70,43",100,"99,33","42,13","78,57","99,6","96,6","76,03","45,09"
13072,Landkreis Rostock,3 - Kreis,Land Mecklenburg-Vorpommern,100,"98,43",0,"78,68",100,"99,9","70,47","92,57","99,9","97,41","81,38","41,65"
13073,Landkreis Vorpommern-Rügen,3 - Kreis,Land Mecklenburg-Vorpommern,100,"98,17",0,"84,86",100,"99,04","74,59","92,5","99,86","98,6","74,59","46,27"
13074,Landkreis Nordwestmecklenburg,3 - Kreis,Land Mecklenburg-Vorpommern,100,"96,73","4,51","44,9",100,"99,46","64,67","95,61","99,89","99,33","75,47","36,08"
13075,Landkreis Vorpommern-Greifswald,3 - Kreis,Land Mecklenburg-Vorpommern,"99,61","95,28",0,"68,06",100,"98,72","58,65","88,02",100,"98,57","75,67","43,02"
13076,Landkreis Ludwigslust-Parchim,3 - Kreis,Land Mecklenburg-Vorpommern,100,"95,32",0,"53,39",100,"98,55","44,06","87,95","99,98","98,64","76,9","27,87"
14511,Kreisfreie Stadt Chemnitz,3 - Kreis,Freistaat Sachsen,100,100,0,"96,24",100,"99,92","97,76",100,100,"99,85","96,41","56,32"
14521,Landkreis Erzgebirgskreis,3 - Kreis,Freistaat Sachsen,"98,8","95,24","1,52","83,57","99,4","93,02","55,51","73,98","99,65","97,66","71,57","27,35"
14522,Landkreis Mittelsachsen,3 - Kreis,Freistaat Sachsen,100,"98,8",0,"95,86",100,"98,55","64,53","89,96",100,"98,2","86,55","20,77"
14523,Landkreis Vogtlandkreis,3 - Kreis,Freistaat Sachsen,100,"96,41",0,"64,26","99,76","95,73","70,96","87,43","99,97","98,4","75,89","24,72"
14524,Landkreis Zwickau,3 - Kreis,Freistaat Sachsen,100,"99,67",0,"82,08",100,"99,67","77,74","95,31",100,"98,76","84,39","34,35"
14612,Kreisfreie Stadt Dresden,3 - Kreis,Freistaat Sachsen,100,100,0,"99,08",100,100,"99,86",100,100,100,"97,75","83,82"
14625,Landkreis Bautzen,3 - Kreis,Freistaat Sachsen,100,"93,5",0,"70,56",100,"98,52","49,15","84,22",100,"99,91","85,25","28,4"
14626,Landkreis Görlitz,3 - Kreis,Freistaat Sachsen,"99,85","96,6",0,"81,29",100,"97,06","67,56","93,37",100,"99,12","84,42","32,24"
14627,Landkreis Meißen,3 - Kreis,Freistaat Sachsen,100,"99,14",0,"84,79",100,"99,54","72,52","96,66","99,54","99,88","80,3","41,28"
14628,Landkreis Sächsische Schweiz-Osterzgebirge,3 - Kreis,Freistaat Sachsen,"99,02","91,03",0,"61,02","97,58","93,66","55,66","73,29","98,66","95,85","81,13","41,47"
14713,Kreisfreie Stadt Leipzig,3 - Kreis,Freistaat Sachsen,100,100,0,"99,2",100,100,"99,9",100,100,100,100,"99,64"
14729,Landkreis Leipzig,3 - Kreis,Freistaat Sachsen,100,"97,99",0,"70,39",100,"98,75","74,45","94,84",100,"99,39","86,33","41,87"
14730,Landkreis Nordsachsen,3 - Kreis,Freistaat Sachsen,100,"99,18",0,"86,45",100,"98,7","65,03","95,1","99,94","98,65","76,46","30,54"
15001,Kreisfreie Stadt Dessau-Roßlau,3 - Kreis,Land Sachsen-Anhalt,100,100,0,"78,2",100,"99,28","85,2","92,16","99,81","94,5","80,13","41,21"
15002,Kreisfreie Stadt Halle (Saale),3 - Kreis,Land Sachsen-Anhalt,100,100,0,100,100,100,100,100,100,100,"99,21","97,44"
15003,Kreisfreie Stadt Magdeburg,3 - Kreis,Land Sachsen-Anhalt,100,100,0,100,100,100,"99,99",100,100,100,"98,76","98,73"
15081,Landkreis Altmarkkreis Salzwedel,3 - Kreis,Land Sachsen-Anhalt,"99,69","91,77",0,"74,83",100,"97,28","58,09","92,31","99,94","98,15","87,88","40,88"
15082,Landkreis Anhalt-Bitterfeld,3 - Kreis,Land Sachsen-Anhalt,100,"98,1",0,"63,79",100,"98,81","73,06","89,79",100,"99,1","84,37","41,27"
15083,Landkreis Börde,3 - Kreis,Land Sachsen-Anhalt,100,"99,43",0,"91,35",100,"99,25","76,4","93,27",100,"99,82","89,43","24,56"
15084,Landkreis Burgenlandkreis,3 - Kreis,Land Sachsen-Anhalt,100,"98,81",0,"89,27",100,"99,47","72,05","94,28","99,83","97,85","89,49","40,7"
15085,Landkreis Harz,3 - Kreis,Land Sachsen-Anhalt,"98,49","89,11",0,"77,3","96,76","91,22","47,65","71,92","98,93","89,99","63,6","18,68"
15086,Landkreis Jerichower Land,3 - Kreis,Land Sachsen-Anhalt,100,"99,13",0,"79,06",100,"97,79","42,29","86,08",100,"98,15","79,33","19,45"
15087,Landkreis Mansfeld-Südharz,3 - Kreis,Land Sachsen-Anhalt,100,"98,38",0,"78,11",100,"98,92","58,15","90,87",100,"98,23","90,25","18,09"
15088,Landkreis Saalekreis,3 - Kreis,Land Sachsen-Anhalt,100,"99,72",0,"74,96",100,"99,22","80,88","98,64",100,100,"95,02","43,89"
15089,Landkreis Salzlandkreis,3 - Kreis,Land Sachsen-Anhalt,100,"98,22",0,"96,23",100,"99,66","75,36","97,75",100,"99,9","90,36","68,95"
15090,Landkreis Stendal,3 - Kreis,Land Sachsen-Anhalt,100,"97,32",0,"78,01",100,"97,27","40,26","82,44","99,65","98,23","82,84","6,88"
15091,Landkreis Wittenberg,3 - Kreis,Land Sachsen-Anhalt,100,"98,13",0,"67,95",100,"94,63","50,98","81,08","99,36","98,9","84,32","16,66"
16051,Kreisfreie Stadt Erfurt,3 - Kreis,Freistaat Thüringen,100,100,0,100,100,100,"99,54",100,100,100,100,"84,16"
16052,Kreisfreie Stadt Gera,3 - Kreis,Freistaat Thüringen,100,"99,65",0,"94,57",100,100,"94,8",100,100,100,100,"73,93"
16053,Kreisfreie Stadt Jena,3 - Kreis,Freistaat Thüringen,100,100,0,"89,73",100,100,"92,19","92,49",100,100,"93,81","80,93"
16054,Kreisfreie Stadt Suhl,3 - Kreis,Freistaat Thüringen,,,,,,,,,,,,
16055,Kreisfreie Stadt Weimar,3 - Kreis,Freistaat Thüringen,100,100,0,"90,81",100,100,100,100,100,100,100,"61,9"
16061,Landkreis Eichsfeld,3 - Kreis,Freistaat Thüringen,100,"99,27",0,"84,72",100,"98,84","59,75","86,09",100,"96,77",86,"48,39"
16062,Landkreis Nordhausen,3 - Kreis,Freistaat Thüringen,"99,93","96,58",0,"90,98","98,8","87,54","52,88","73,96",100,"93,89","64,56","36,89"
16063,Landkreis Wartburgkreis,3 - Kreis,Freistaat Thüringen,"99,38","96,54",0,"79,54","99,9","96,74","64,05","86,51","98,76","95,3","76,65","27,9"
16064,Landkreis Unstrut-Hainich-Kreis,3 - Kreis,Freistaat Thüringen,100,"99,1",0,"80,35","99,58","97,69","62,11",91,100,"99,06","89,3","19,76"
16065,Landkreis Kyffhäuserkreis,3 - Kreis,Freistaat Thüringen,100,"89,05",0,"77,32","99,92","97,5","44,9","83,52","98,95","95,22","74,69","17,46"
16066,Landkreis Schmalkalden-Meiningen,3 - Kreis,Freistaat Thüringen,100,"98,97","12,63","91,43","98,6","95,56","86,47","94,49","99,73","96,75","61,11","11,14"
16067,Landkreis Gotha,3 - Kreis,Freistaat Thüringen,100,100,0,"76,61",100,100,"73,5","94,7",100,100,"90,89","15,98"
16068,Landkreis Sömmerda,3 - Kreis,Freistaat Thüringen,100,"99,47",0,"92,43",100,"96,91","43,69","89,58",100,"99,84","93,12","22,55"
16069,Landkreis Hildburghausen,3 - Kreis,Freistaat Thüringen,100,"99,64",0,"48,18","98,43","94,81","74,85","84,03","99,62","92,4","73,87",0
16070,Landkreis Ilm-Kreis,3 - Kreis,Freistaat Thüringen,100,"99,3",0,"92,72",100,100,"47,8","93,68",100,"99,63","93,12",0
16071,Landkreis Weimarer Land,3 - Kreis,Freistaat Thüringen,100,"96,27",0,"72,87",100,"99,44","73,26","92,86","99,24","97,1","86,65","20,32"
16072,Landkreis Sonneberg,3 - Kreis,Freistaat Thüringen,100,"98,97",0,"50,11",100,"99,52","66,49","80,83",100,100,"86,45","47,61"
16073,Landkreis Saalfeld-Rudolstadt,3 - Kreis,Freistaat Thüringen,"99,95","95,81",0,"67,86","98,4","95,11","51,62","73,47","98,33","92,49","71,47","21,26"
16074,Landkreis Saale-Holzland-Kreis,3 - Kreis,Freistaat Thüringen,100,100,0,"89,48",100,100,"80,05","95,65",100,"99,13","77,96","32,33"
16075,Landkreis Saale-Orla-Kreis,3 - Kreis,Freistaat Thüringen,100,"96,1",0,"74,95","97,36","92,05","69,41","89,23",100,"94,58","76,42","18,31"
16076,Landkreis Greiz,3 - Kreis,Freistaat Thüringen,"99,89","95,24",0,"87,73","99,87","97,44","56,66","87,55","99,94","96,83","67,81","11,28"
16077,Landkreis Altenburger Land,3 - Kreis,Freistaat Thüringen,100,"97,75",0,"89,43",100,100,"79,21","96,19",100,"99,67","75,3","36,94"
